Insert times: 
0.19
0.06
0.15
0.15
0.15
0.15
0.06
0.15
0.15
0.15
0.06
0.16
0.15
0.15
0.15
0.06
0.15
0.15
0.15
0.15
0.06
0.15
0.15
0.15
0.06
0.15
0.15
0.15
0.15
0.06
0.16
0.15
0.16
0.06
0.16
0.16
0.15
0.16
0.06
0.44
0.16
0.18
0.07
0.24
0.17
0.19
0.19
0.07
0.21
0.19
0.17
0.16
0.06
0.17
0.16
0.16
0.09
0.17
0.16
0.16
0.16
0.06
0.16
0.16
0.17
0.06
0.17
0.16
0.16
0.16
0.06
0.17
0.17
0.16
0.06
0.16
0.16
0.16
0.16
0.06
0.16
0.52
0.17
0.17
0.06
0.17
0.16
0.17
0.06
0.18
0.17
0.17
0.16
0.06
0.17
0.16
0.17
0.06
0.17
0.17
Search times: 
0.38
1.04
1.65
2.37
2.91
3.47
4.17
4.72
5.53
6.15
6.99
7.29
7.51
8.24
8.77
9.52
10.09
10.81
11.85
11.72
12.64
13.14
13.9
14.06
15.06
15.55
16.39
16.58
17.29
18.17
17.86
19.26
19.46
19.38
20.49
21.43
20.6
22.53
22.8
23.39
22.74
23.64
27.53
26.26
26.57
27.13
27.18
30.35
29.22
29.88
29.66
31.77
32.24
32.91
33.91
34.66
33.12
33.89
36.17
35.54
37.62
37.15
38.81
39.91
39.45
41.26
41.41
42.11
43.21
43.22
44.66
43.24
44.39
44.97
47.18
46.08
47.68
47.69
49.02
50.6
51.32
50.85
48.96
51.94
52.26
52.66
55.19
53.63
57.18
58.39
55.65
57.59
59.54
59.36
59.89
60.37
61.02
63.58
63.58
64.39
