Insert times: 
0.16
0.25
0.23
0.23
0.14
0.23
0.23
0.23
0.23
0.12
0.22
0.21
0.21
0.12
0.21
0.21
0.48
0.21
0.12
0.22
0.21
0.21
0.21
0.12
0.21
0.2
0.21
0.12
0.2
0.2
0.21
0.2
0.12
0.2
0.2
0.2
0.12
0.19
0.2
0.2
0.2
0.11
0.2
0.2
0.2
0.11
0.2
0.2
0.19
0.2
0.11
0.2
0.2
0.19
0.2
0.11
0.2
0.22
0.39
0.11
0.2
0.2
0.2
0.2
0.12
0.2
0.2
0.2
0.11
0.2
0.2
0.2
0.2
0.11
0.24
0.2
0.19
0.11
0.21
0.2
0.21
0.2
0.11
0.21
0.21
0.21
0.21
0.12
0.21
0.21
0.23
0.12
0.21
0.2
0.2
0.2
0.11
0.21
0.21
0.2
Search times: 
0.15
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.1
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.07
0.06
0.06
0.06
0.07
0.06
0.06
0.06
0.06
0.07
0.07
0.07
0.07
0.07
0.07
0.06
0.07
0.07
0.07
0.06
0.07
0.07
0.06
0.07
0.07
0.07
0.07
0.07
0.06
0.06
0.06
0.07
0.07
0.08
0.08
0.06
0.06
0.06
0.07
0.07
0.07
0.06
0.07
0.06
0.07
0.07
0.08
0.07
0.07
0.08
0.08
0.07
0.08
0.07
0.07
0.07
0.07
0.07
0.08
0.07
Insert collisions: 
0
1
1
1
1
1
4
1
2
1
2
0
0
6
6
5
3
4
4
7
3
8
3
4
7
6
9
7
9
7
5
6
9
3
8
9
14
10
9
8
16
12
11
11
9
8
11
11
8
17
17
15
19
10
16
11
11
18
20
12
13
12
14
16
19
15
18
14
15
17
13
17
17
18
20
16
11
21
25
22
19
19
25
24
26
27
17
20
24
22
18
26
21
17
18
21
20
27
22
22
Search collisions: 
0
1
2
2
1
1
4
0
3
0
1
0
0
2
0
5
0
1
2
2
1
6
2
1
0
4
4
4
3
2
3
2
6
1
0
3
6
8
4
5
8
8
6
6
8
4
8
6
0
10
12
13
9
10
7
6
10
7
11
6
11
9
5
8
10
9
11
6
6
6
5
13
7
16
18
3
5
9
11
11
6
6
9
3
12
5
13
6
8
13
12
14
13
9
8
8
14
14
19
11
Insert Collisions: 1225
Search Collisions: 629
