Insert times: 
0.13
0.36
0.23
0.22
0.13
0.22
0.21
0.22
0.21
0.12
0.21
0.21
0.21
0.12
0.21
0.21
0.44
0.21
0.12
0.21
0.21
0.21
0.2
0.12
0.21
0.21
0.2
0.11
0.2
0.19
0.21
0.2
0.12
0.2
0.2
0.2
0.12
0.2
0.2
0.2
0.2
0.11
0.2
0.2
0.2
0.12
0.2
0.2
0.19
0.21
0.11
0.2
0.2
0.19
0.2
0.11
0.2
0.2
0.37
0.11
0.2
0.2
0.23
0.2
0.11
0.2
0.2
0.2
0.12
0.2
0.2
0.2
0.2
0.12
0.2
0.2
0.2
0.11
0.21
0.21
0.2
0.2
0.12
0.2
0.21
0.2
0.2
0.11
0.21
0.2
0.2
0.11
0.2
0.2
0.2
0.2
0.11
0.21
0.21
0.2
Search times: 
0.12
0.06
0.06
0.06
0.06
0.06
0.06
0.05
0.06
0.05
0.05
0.05
0.05
0.06
0.05
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.05
0.06
0.06
0.06
0.06
0.06
0.09
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.05
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.07
0.07
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.07
0.06
0.06
0.06
0.06
0.06
0.06
0.07
0.06
Insert collisions: 
0
1
1
1
1
1
4
1
2
1
2
0
0
6
6
5
2
3
4
7
3
8
3
4
7
6
9
6
8
7
5
6
9
3
8
9
14
9
9
8
15
11
11
10
7
8
11
10
7
16
15
14
17
8
15
11
9
17
17
11
12
12
14
15
18
15
12
11
15
16
11
17
17
15
19
16
11
20
23
18
18
17
25
21
22
25
15
20
21
19
17
23
20
16
15
21
18
24
18
19
Search collisions: 
0
1
2
2
1
1
4
0
3
0
1
0
0
2
0
5
0
0
2
2
1
6
2
1
0
4
4
3
3
2
3
2
6
1
0
3
6
8
4
5
7
4
6
5
4
4
8
6
0
9
9
10
9
9
4
6
9
6
7
5
8
9
5
8
9
9
5
6
6
6
3
13
7
15
17
3
5
8
11
9
5
5
9
2
10
4
11
6
6
11
12
14
12
8
5
8
11
13
16
8
Insert Collisions: 1130
Search Collisions: 555
