Insert times: 
0.27
0.12
0.2
0.21
0.21
0.21
0.1
0.19
0.19
0.19
0.28
0.19
0.19
0.33
0.18
0.1
0.18
0.18
0.17
0.18
0.1
0.18
0.17
0.18
0.11
0.18
0.18
0.19
0.18
0.27
0.19
0.35
0.2
0.11
0.2
0.2
0.21
0.19
0.11
0.49
0.21
0.2
0.12
0.24
0.41
0.2
0.18
0.1
0.19
0.19
0.19
0.19
0.11
0.19
0.19
0.18
0.11
0.19
0.19
0.19
0.18
0.1
0.19
0.18
0.18
0.1
0.17
0.18
0.18
0.19
0.11
0.18
0.19
0.18
0.1
0.18
0.19
0.18
0.18
0.11
0.18
0.35
0.2
0.18
0.11
0.19
0.19
0.18
0.1
0.19
0.18
0.18
0.18
0.11
0.19
0.19
0.19
0.1
0.18
0.18
Search times: 
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.09
0.06
0.06
0.06
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.06
0.05
0.05
0.06
0.22
0.05
0.06
0.06
0.06
0.06
0.06
0.06
0.07
0.06
0.06
0.07
0.06
0.06
0.06
0.07
0.05
0.07
0.05
0.07
0.06
0.06
0.06
0.05
0.05
0.06
0.06
0.06
0.06
0.06
0.06
0.07
0.06
0.06
0.05
0.05
0.05
0.06
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.06
0.06
0.06
0.06
0.08
0.05
0.06
0.06
0.06
0.06
0.05
0.05
0.06
0.06
0.06
0.06
0.06
0.05
0.06
0.06
0.05
0.05
0.05
0.06
0.05
0.05
0.05
Insert collisions: 
1
1
4
2
6
12
3
5
8
7
10
12
14
11
15
14
14
12
7
21
15
20
17
20
20
18
15
28
20
23
30
26
19
22
29
21
29
23
26
24
18
26
21
37
22
30
24
15
21
23
26
18
20
23
21
28
27
23
28
36
27
27
28
26
22
21
23
21
17
32
26
33
34
27
20
27
30
19
23
29
18
30
36
21
27
26
27
31
28
19
18
28
23
31
23
30
32
21
26
20
Search collisions: 
0
0
0
0
1
1
0
0
0
0
0
4
0
0
2
1
0
0
0
1
1
0
2
0
2
2
1
8
2
6
2
2
4
3
2
2
2
6
3
4
1
3
7
10
1
10
2
0
2
3
6
0
0
4
2
5
0
0
10
11
7
4
4
4
1
6
1
5
2
6
1
0
0
8
5
11
11
3
3
10
4
4
5
4
2
7
4
6
11
9
2
3
7
1
5
3
5
1
4
4
Insert Collisions: 2138
Search Collisions: 324
