Insert times: 
0.38
0.16
0.22
0.22
0.19
0.22
0.11
0.21
0.19
0.21
0.12
0.2
0.21
0.22
0.23
0.13
0.26
0.22
0.21
0.24
0.13
0.26
0.24
0.24
0.14
0.26
0.22
0.27
0.23
0.15
0.25
0.23
0.25
0.12
0.24
0.24
0.24
0.26
0.14
0.73
0.25
0.23
0.21
0.26
0.27
0.28
0.24
0.14
0.27
0.25
0.24
0.23
0.14
0.25
0.23
0.24
0.13
0.23
0.23
0.25
0.22
0.13
0.23
0.22
0.24
0.12
0.21
0.22
0.21
0.22
0.2
0.71
0.29
0.3
0.17
0.31
0.3
0.27
0.28
0.16
0.27
0.67
0.29
0.28
0.17
0.29
0.28
0.27
0.16
0.29
0.26
0.29
0.29
0.17
0.28
0.29
0.29
0.16
0.27
0.28
Search times: 
0.06
0.05
0.05
0.05
0.05
0.06
0.05
0.05
0.06
0.05
0.06
0.06
0.06
0.05
0.12
0.06
0.06
0.06
0.06
0.07
0.06
0.07
0.07
0.07
0.06
0.07
0.07
0.07
0.07
0.07
0.07
0.06
0.07
0.07
0.06
0.07
0.07
0.08
0.06
0.08
0.07
0.07
0.07
0.12
0.08
0.09
0.08
0.07
0.08
0.09
0.08
0.07
0.07
0.08
0.07
0.08
0.07
0.07
0.07
0.07
0.08
0.07
0.07
0.07
0.06
0.06
0.07
0.06
0.06
0.07
0.07
0.07
0.27
0.09
0.08
0.11
0.11
0.08
0.08
0.1
0.08
0.08
0.08
0.08
0.08
0.09
0.08
0.11
0.1
0.08
0.08
0.14
0.09
0.07
0.08
0.08
0.09
0.09
0.08
0.08
Insert collisions: 
1
1
4
2
6
12
3
5
8
7
10
11
14
11
15
14
14
12
8
21
15
20
17
22
20
18
18
27
20
23
31
24
18
22
27
21
28
22
26
23
17
24
23
40
23
30
25
16
21
27
23
19
21
24
21
28
27
21
26
36
26
26
28
26
23
18
27
22
16
29
27
33
34
27
18
26
31
19
24
31
16
27
33
20
27
27
26
30
30
18
18
31
22
30
23
32
32
24
27
21
Search collisions: 
0
0
0
0
1
1
0
0
0
0
0
2
0
0
2
1
0
0
3
1
1
0
2
1
2
2
5
7
3
5
3
0
3
3
0
2
1
4
3
5
2
3
8
13
3
7
6
0
2
8
3
1
0
4
2
7
0
3
6
9
9
3
3
4
2
2
8
7
1
5
1
1
4
4
2
12
11
3
5
14
3
0
1
2
2
8
4
6
14
4
2
6
8
0
5
5
5
6
6
4
Insert Collisions: 2138
Search Collisions: 342
